title,venue,year,author,comment,url,code
Federated deep transfer learning for EEG decoding using multiple BCI tasks,arXiv,2211,"Xiaoxi Wei, A. Aldo Faisal","4 pages, 3 figures",https://arxiv.org/abs/2211.10976,
Flow: Per-Instance Personalized Federated Learning Through Dynamic Routing,arXiv,2211,"Kunjal Panchal, Sunav Choudhary, Nisarg Parikh, Lijun Zhang, Hui Guan","37th Annual Conference on Neural Information Processing Systems (NeurIPS), 2023",https://arxiv.org/abs/2211.15281,
Framework Construction of an Adversarial Federated Transfer Learning Classifier,arXiv,2211,"Hang Yi, Tongxuan Bie, Tongjiang Yan",,https://arxiv.org/abs/2211.04734,
From Competition to Collaboration: Making Toy Datasets on Kaggle Clinically Useful for Chest X-Ray Diagnosis Using Federated Learning,arXiv,2211,"Pranav Kulkarni, Adway Kanhere, Paul H. Yi, Vishwa S. Parekh",Accepted paper for Medical Imaging meet NeurIPS (MedNeurIPS) Workshop 2022,https://arxiv.org/abs/2211.06212,
GitFL: Adaptive Asynchronous Federated Learning using Version Control,arXiv,2211,"Ming Hu, Zeke Xia, Zhihao Yue, Jun Xia, Yihao Huang, Yang Liu, Mingsong Chen",,https://arxiv.org/abs/2211.12049,
Gradient-Free Federated Learning Methods with $l_1$ and $l_2$-Randomization for Non-Smooth Convex Stochastic Optimization Problems,arXiv,2211,"Aleksandr Lobanov, Belal Alashqar, Darina Dvinskikh, Alexander Gasnikov",In Russian language. Redesigned version for publication in the journal Computational Mathematics and Mathematical Physics,https://arxiv.org/abs/2211.10783,
HFedMS: Heterogeneous Federated Learning with Memorable Data Semantics in Industrial Metaverse,arXiv,2211,"Shenglai Zeng, Zonghang Li, Hongfang Yu, Zhihao Zhang, Long Luo, Bo Li, Dusit Niyato",This paper is submitted to IEEE Transaction on Cloud Computing,https://arxiv.org/abs/2211.03300,
Heterogeneity-aware Clustered Distributed Learning for Multi-source Data Analysis,arXiv,2211,"Yuanxing Chen, Qingzhao Zhang, Shuangge Ma, Kuangnan Fang",,https://arxiv.org/abs/2211.02781,
How to Coordinate Edge Devices for Over-the-Air Federated Learning?,arXiv,2211,"Mohammad Ali Sedaghat, Ali Bereyhi, Saba Asaad, Ralf R. Mueller",,https://arxiv.org/abs/2211.03449,
Improving Federated Learning Communication Efficiency with Global Momentum Fusion for Gradient Compression Schemes,arXiv,2211,"Chun-Chih Kuo, Ted Tsei Kuo, Chia-Yu Lin",,https://arxiv.org/abs/2211.09320,GitHub
Inverse Feasibility in Over-the-Air Federated Learning,arXiv,2211,"Tomasz Piotrowski, Rafail Ismayilov, Matthias Frey, Renato L. G. Cavalcante","This work has been submitted to the IEEE for possible publication. Copyright may be transferred without notice, after which this version may no longer be accessible",https://arxiv.org/abs/2211.14115,
Knowledge Distillation for Federated Learning: a Practical Guide,arXiv,2211,"Alessio Mora, Irene Tenison, Paolo Bellavista, Irina Rish","9 pages, 1 figure",https://arxiv.org/abs/2211.04742,
Knowledge-Aware Federated Active Learning with Non-IID Data,arXiv,2211,"Yu-Tong Cao, Ye Shi, Baosheng Yu, Jingya Wang, Dacheng Tao","14 pages, 12 figures, ICCV23",https://arxiv.org/abs/2211.13579,
Learning to Generate Image Embeddings with User-level Differential Privacy,arXiv,2211,"Zheng Xu, Maxwell Collins, Yuxiao Wang, Liviu Panait, Sewoong Oh, Sean Augenstein, Ting Liu, Florian Schroff, H. Brendan McMahan",CVPR camera ready. Addressed reviewer comments. Switched from add-or-remove-one DP to substitute-one DP,https://arxiv.org/abs/2211.10844,
MDA: Availability-Aware Federated Learning Client Selection,arXiv,2211,"Amin Eslami Abyane, Steve Drew, Hadi Hemmati",Submitted to IEEE Transactions on Reliability,https://arxiv.org/abs/2211.14391,
"Machine Learning for Metaverse-enabled Wireless Systems: Vision, Requirements, and Challenges",arXiv,2211,"Latif U. Khan, Ibrar Yaqoob, Khaled Salah, Choong Seon Hong, Dusit Niyato, Zhu Han, Mohsen Guizani",,https://arxiv.org/abs/2211.03703,
Mask Off: Analytic-based Malware Detection By Transfer Learning and Model Personalization,arXiv,2211,"Amirmohammad Pasdar, Young Choon Lee, Seok-Hee Hong",,https://arxiv.org/abs/2211.10843,
More Generalized and Personalized Unsupervised Representation Learning In A Distributed System,arXiv,2211,"Yuewei Yang, Jingwei Sun, Ang Li, Hai Li, Yiran Chen",,https://arxiv.org/abs/2211.06470,
Multi-Job Intelligent Scheduling with Cross-Device Federated Learning,arXiv,2211,"Ji Liu, Juncheng Jia, Beichen Ma, Chendi Zhou, Jingbo Zhou, Yang Zhou, Huaiyu Dai, Dejing Dou","To appear in TPDS; 22 pages, 17 figures, 8 tables. arXiv admin note: substantial text overlap with arXiv:2112.05928",https://arxiv.org/abs/2211.13430,
Multi-Resource Allocation for On-Device Distributed Federated Learning Systems,arXiv,2211,"Yulan Gao, Ziqiang Ye, Han Yu, Zehui Xiong, Yue Xiao, Dusit Niyato",,https://arxiv.org/abs/2211.00481,
Navigation as Attackers Wish? Towards Building Robust Embodied Agents under Federated Learning,arXiv,2211,"Yunchao Zhang, Zonglin Di, Kaiwen Zhou, Cihang Xie, Xin Eric Wang",,https://arxiv.org/abs/2211.14769,
Non-Coherent Over-the-Air Decentralized Gradient Descent,arXiv,2211,Nicolo Michelusi,Submitted to the IEEE Transactions on Signal Processing,https://arxiv.org/abs/2211.10777,
ON-DEMAND-FL: A Dynamic and Efficient Multi-Criteria Federated Learning Client Deployment Scheme,arXiv,2211,"Mario Chahoud, Hani Sami, Azzam Mourad, Safa Otoum, Hadi Otrok, Jamal Bentahar, Mohsen Guizani",,https://arxiv.org/abs/2211.02906,
On the Design of Communication-Efficient Federated Learning for Health Monitoring,arXiv,2211,"Dong Chu, Wael Jaafar, Halim Yanikomeroglu",,https://arxiv.org/abs/2211.16952,
On the Specialization of FDRL Agents for Scalable and Distributed 6G RAN Slicing Orchestration,arXiv,2211,"Farhad Rezazadeh, Lanfranco Zanzi, Francesco Devoti, Hatim Chergui, Xavier Costa-Perez, Christos Verikoukis","15 pages, 15 Figures, accepted for publication at IEEE TVT",https://arxiv.org/abs/2211.03088,
Online Federated Learning via Non-Stationary Detection and Adaptation amidst Concept Drift,arXiv,2211,"Bhargav Ganguly, Vaneet Aggarwal",,https://arxiv.org/abs/2211.12578,
Optimal Complexity in Non-Convex Decentralized Learning over Time-Varying Networks,arXiv,2211,"Xinmeng Huang, Kun Yuan",Accepted by 14th Annual Workshop on Optimization for Machine Learning. arXiv admin note: text overlap with arXiv:2210.07863,https://arxiv.org/abs/2211.00533,
Optimal Privacy Preserving for Federated Learning in Mobile Edge Computing,arXiv,2211,"Hai M. Nguyen, Nam H. Chu, Diep N. Nguyen, Dinh Thai Hoang, Van-Dinh Nguyen, Minh Hoang Ha, Eryk Dutkiewicz, Marwan Krunz","16 pages, 10 figures",https://arxiv.org/abs/2211.07166,
Over-The-Air Clustered Wireless Federated Learning,arXiv,2211,"Ayush Madhan-Sohini, Divin Dominic, Nazreen Shah, Ranjitha Prasad","Accepted at IEEE GlobeCom 2023, ELNextGen Workshop",https://arxiv.org/abs/2211.03363,
Over-the-Air Computation for Distributed Systems: Something Old and Something New,arXiv,2211,"Zheng Chen, Erik G. Larsson, Carlo Fischione, Mikael Johansson, Yura Malitsky","7 pages, 3 figures, to appear in IEEE Network Magazine",https://arxiv.org/abs/2211.00767,
"Performance Evaluation, Optimization and Dynamic Decision in Blockchain Systems: A Recent Overview",arXiv,2211,"Quan-Lin Li, Yan-Xia Chang, Qing Wang","42 pages, 9 figures",https://arxiv.org/abs/2211.15907,
Personalized Federated Learning for Multi-task Fault Diagnosis of Rotating Machinery,arXiv,2211,"Sheng Guo, Zengxiang Li, Hui Liu, Shubao Zhao, Cheng Hao Jin",,https://arxiv.org/abs/2211.09406,
Personalized Federated Learning with Hidden Information on Personalized Prior,arXiv,2211,"Mingjia Shi, Yuhao Zhou, Qing Ye, Jiancheng Lv","19 pages, 6 figures, 3 tables",https://arxiv.org/abs/2211.10684,
Personalized Federated Learning with Multi-branch Architecture,arXiv,2211,"Junki Mori, Tomoyuki Yoshiyama, Furukawa Ryo, Isamu Teranishi",Published at IJCNN 2023,https://arxiv.org/abs/2211.07931,
Pi theorem formulation of flood mapping,arXiv,2211,"Mark S. Bartlett, Jared Van Blitterswyk, Martha Farella, Jinshu Li, Curtis Smith, Assaad Mrad","25 pages, 11 figures. Equations 6 and 7 were adjusted. The results remain unchanged. Figure 11 was replaced to reflect the equation adjustments. Minor edits and formatting changes were made",https://arxiv.org/abs/2211.00636,
Privacy-Aware Compression for Federated Learning Through Numerical Mechanism Design,arXiv,2211,"Chuan Guo, Kamalika Chaudhuri, Pierre Stock, Mike Rabbat",,https://arxiv.org/abs/2211.03942,
Privacy-Preserving Federated Deep Clustering based on GAN,arXiv,2211,"Jie Yan, Jing Liu, Ji Qi, Zhong-Yuan Zhang",,https://arxiv.org/abs/2211.16965,
Private Federated Statistics in an Interactive Setting,arXiv,2211,"Audra McMillan, Omid Javidbakht, Kunal Talwar, Elliot Briggs, Mike Chatzidakis, Junye Chen, John Duchi, Vitaly Feldman, Yusuf Goren, Michael Hesse, Vojta Jina, Anil Katti, Albert Liu, Cheney Lyford, Joey Meyer, Alex Palmer, David Park, Wonhee Park, Gianni Parsa, Paul Pelzl, Rehan Rishi, Congzheng Song, Shan Wang, Shundong Zhou",,https://arxiv.org/abs/2211.10082,
Quantifying the Impact of Label Noise on Federated Learning,arXiv,2211,"Shuqi Ke, Chao Huang, Xin Liu",Accepted by The AAAI 2023 Workshop on Representation Learning for Responsible Human-Centric AI,https://arxiv.org/abs/2211.07816,
Quantum Split Neural Network Learning using Cross-Channel Pooling,arXiv,2211,"Won Joon Yun, Hankyul Baek, Joongheon Kim",,https://arxiv.org/abs/2211.06524,
Resilience of Wireless Ad Hoc Federated Learning against Model Poisoning Attacks,arXiv,2211,"Naoya Tezuka, Hideya Ochiai, Yuwei Sun, Hiroshi Esaki","10 pages, 7 figures, to be published in IEEE International Conference on Trust, Privacy and Security in Intelligent Systems, and Applications 2022",https://arxiv.org/abs/2211.03489,
Resource Allocation of Federated Learning for the Metaverse with Mobile Augmented Reality,arXiv,2211,"Xinyu Zhou, Chang Liu, Jun Zhao","This paper appears in IEEE Transactions on Wireless Communications. DOI: https://doi.org/10.1109/TWC.2023.3326884 It is the journal version of 2022 IEEE 42nd International Conference on Distributed Computing Systems (ICDCS) paper: arXiv:2209.14900; i.e., https://doi.org/10.1109/ICDCS54860.2022.00101",https://arxiv.org/abs/2211.08705,
Resource-Aware Heterogeneous Federated Learning using Neural Architecture Search,arXiv,2211,"Sixing Yu, J. Pablo Muñoz, Ali Jannesari",Accepted at the 30th International European Conference on Parallel and Distributed Computing (Euro-Par 2024),https://arxiv.org/abs/2211.05716,
Robust Federated Learning against both Data Heterogeneity and Poisoning Attack via Aggregation Optimization,arXiv,2211,"Yueqi Xie, Weizhong Zhang, Renjie Pi, Fangzhao Wu, Qifeng Chen, Xing Xie, Sunghun Kim",,https://arxiv.org/abs/2211.05554,
Robust Smart Home Face Recognition under Starving Federated Data,arXiv,2211,"Jaechul Roh, Yajun Fang","11 pages, 12 figures, 7 tables, accepted as a conference paper at IEEE UV 2022, Boston, USA",https://arxiv.org/abs/2211.05410,https://github.com/jcroh0508/FLATS.
SIFU: Sequential Informed Federated Unlearning for Efficient and Provable Client Unlearning in Federated Optimization,arXiv,2211,"Yann Fraboni, Martin Van Waerebeke, Kevin Scaman, Richard Vidal, Laetitia Kameni, Marco Lorenzi",,https://arxiv.org/abs/2211.11656,
SPIN: Simulated Poisoning and Inversion Network for Federated Learning-Based 6G Vehicular Networks,arXiv,2211,"Sunder Ali Khowaja, Parus Khuwaja, Kapal Dev, Angelos Antonopoulos","6 pages, 4 figures",https://arxiv.org/abs/2211.11321,
Scalable Collaborative Learning via Representation Sharing,arXiv,2211,"Frédéric Berdoz, Abhishek Singh, Martin Jaggi, Ramesh Raskar",,https://arxiv.org/abs/2211.10943,
Scalable Hierarchical Over-the-Air Federated Learning,arXiv,2211,"Seyed Mohammad Azimi-Abarghouyi, Viktoria Fodor",Accepted in IEEE Transactions on Wireless Communications,https://arxiv.org/abs/2211.16162,
Secure Aggregation Is Not All You Need: Mitigating Privacy Attacks with Noise Tolerance in Federated Learning,arXiv,2211,John Reuben Gilbert,Master Thesis,https://arxiv.org/abs/2211.06324,
Single SMPC Invocation DPHelmet: Differentially Private Distributed Learning on a Large Scale,arXiv,2211,"Moritz Kirschte, Sebastian Meiser, Saman Ardalan, Esfandiar Mohammadi",,https://arxiv.org/abs/2211.02003,
Stochastic Coded Federated Learning: Theoretical Analysis and Incentive Mechanism Design,arXiv,2211,"Yuchang Sun, Jiawei Shao, Yuyi Mao, Songze Li, Jun Zhang",,https://arxiv.org/abs/2211.04132,
Tides Need STEMMED: A Locally Operating Spatio-Temporal Mutually Exciting Point Process with Dynamic Network for Improving Opioid Overdose Death Prediction,arXiv,2211,"Che-Yi Liao, Gian-Gabriel Garcia, Kamran Paynabar, Zheng Dong, Yao Xie, Mohammad S. Jalali",,https://arxiv.org/abs/2211.07570,
TorchFL: A Performant Library for Bootstrapping Federated Learning Experiments,arXiv,2211,"Vivek Khimani, Shahin Jabbari","21 pages, 15 figures, 4 tables. This manuscript serves as external documentation for https://github.com/vivekkhimani/torchfl",https://arxiv.org/abs/2211.00735,https://github.com/vivekkhimani/torchfl
Towards Privacy-Aware Causal Structure Learning in Federated Setting,arXiv,2211,"Jianli Huang, Xianjie Guo, Kui Yu, Fuyuan Cao, Jiye Liang","This paper has been accepted by the journal IEEE Transactions on Big Data, and it contains 21 pages, 9 figures and 15 tables",https://arxiv.org/abs/2211.06919,
Towards a Dynamic Composability Approach for using Heterogeneous Systems in Remote Sensing,arXiv,2211,"Ilkay Altintas, Ismael Perez, Dmitry Mishin, Adrien Trouillaud, Christopher Irving, John Graham, Mahidhar Tatineni, Thomas DeFanti, Shawn Strande, Larry Smarr, Michael L. Norman",18th IEEE International Conference on eScience (2022),https://arxiv.org/abs/2211.06918,
Towards federated multivariate statistical process control (FedMSPC),arXiv,2211,"Du Nguyen Duy, David Gabauer, Ramin Nikzad-Langerodi",,https://arxiv.org/abs/2211.01645,
Try to Avoid Attacks: A Federated Data Sanitization Defense for Healthcare IoMT Systems,arXiv,2211,"Chong Chen, Ying Gao, Leyu Shi, Siquan Huang",,https://arxiv.org/abs/2211.01592,
Universal EHR Federated Learning Framework,arXiv,2211,"Junu Kim, Kyunghoon Hur, Seongjun Yang, Edward Choi","Extended Abstract presented at Machine Learning for Health (ML4H) symposium 2022, November 28th, 2022, New Orleans, United States & Virtual, http://www.ml4h.cc, 6 pages",https://arxiv.org/abs/2211.07300,
Unsupervised Machine Learning for Explainable Health Care Fraud Detection,arXiv,2211,"Shubhranshu Shekhar, Jetson Leder-Luis, Leman Akoglu",NBER Working paper #30946,https://arxiv.org/abs/2211.02927,
"Vertical Federated Learning: Concepts, Advances and Challenges",arXiv,2211,"Yang Liu, Yan Kang, Tianyuan Zou, Yanhong Pu, Yuanqin He, Xiaozhou Ye, Ye Ouyang, Ya-Qin Zhang, Qiang Yang",We added new works and revised the manuscript,https://arxiv.org/abs/2211.12814,
Warmup and Transfer Knowledge-Based Federated Learning Approach for IoT Continuous Authentication,arXiv,2211,"Mohamad Wazzeh, Hakima Ould-Slimane, Chamseddine Talhi, Azzam Mourad, Mohsen Guizani",,https://arxiv.org/abs/2211.05662,
Watermarking in Secure Federated Learning: A Verification Framework Based on Client-Side Backdooring,arXiv,2211,"Wenyuan Yang, Shuo Shao, Yue Yang, Xiyao Liu, Ximeng Liu, Zhihua Xia, Gerald Schaefer, Hui Fang",,https://arxiv.org/abs/2211.07138,
Wind Power Forecasting Considering Data Privacy Protection: A Federated Deep Reinforcement Learning Approach,arXiv,2211,"Yang Li, Ruinong Wang, Yuanzheng Li, Meng Zhang, Chao Long",Accepted by Applied Energy,https://arxiv.org/abs/2211.02674,
A Finite Blocklength Approach for Wireless Hierarchical Federated Learning in the Presence of Physical Layer Security,arXiv,2210,"Haonan Zhang, Chuanchuan Yang, Bin Dai",submitted to IEEE INFOCOM Wireless-Sec 2023,https://arxiv.org/abs/2210.11747,
A Primal-Dual Algorithm for Hybrid Federated Learning,arXiv,2210,"Tom Overman, Garrett Blum, Diego Klabjan",Accepted by AAAI 2024. To appear in AAAI proceedings,https://arxiv.org/abs/2210.08106,
A Snapshot of the Frontiers of Client Selection in Federated Learning,arXiv,2210,"Gergely Dániel Németh, Miguel Ángel Lozano, Novi Quadrianto, Nuria Oliver","17 pages, 3 figures, 1 appendix, accepted to TMLR",https://arxiv.org/abs/2210.04607,
A Survey on Heterogeneous Federated Learning,arXiv,2210,"Dashan Gao, Xin Yao, Qiang Yang","46 pages, 10 figures, 10 tables",https://arxiv.org/abs/2210.04505,
A-LAQ: Adaptive Lazily Aggregated Quantized Gradient,arXiv,2210,"Afsaneh Mahmoudi, José Mairton Barros Da Silva Júnior, Hossein S. Ghadikolaei, Carlo Fischione",,https://arxiv.org/abs/2210.17474,
Addressing Heterogeneity in Federated Learning via Distributional Transformation,arXiv,2210,"Haolin Yuan, Bo Hui, Yuchen Yang, Philippe Burlina, Neil Zhenqiang Gong, Yinzhi Cao","In the Proceedings of European Conference on Computer Vision (ECCV), 2022",https://arxiv.org/abs/2210.15025,
Aergia: Leveraging Heterogeneity in Federated Learning Systems,arXiv,2210,"Bart Cox, Lydia Y. Chen, Jérémie Decouchant",This paper is accepted at the 23rd ACM/IFIP International Middleware Conference (Middleware '22),https://arxiv.org/abs/2210.06154,
An Improved Algorithm for Clustered Federated Learning,arXiv,2210," Harshvardhan, Avishek Ghosh, Arya Mazumdar",,https://arxiv.org/abs/2210.11538,
Analyzing the Robustness of Decentralized Horizontal and Vertical Federated Learning Architectures in a Non-IID Scenario,arXiv,2210,"Pedro Miguel Sánchez Sánchez, Alberto Huertas Celdrán, Enrique Tomás Martínez Beltrán, Daniel Demeter, Gérôme Bovet, Gregorio Martínez Pérez, Burkhard Stiller",,https://arxiv.org/abs/2210.11061,
Anomaly Detection via Federated Learning,arXiv,2210,"Marc Vucovich, Amogh Tarcar, Penjo Rebelo, Narendra Gade, Ruchi Porwal, Abdul Rahman, Christopher Redino, Kevin Choi, Dhruv Nandakumar, Robert Schiller, Edward Bowen, Alex West, Sanmitra Bhattacharya, Balaji Veeramani",,https://arxiv.org/abs/2210.06614,
Auxo: Efficient Federated Learning via Scalable Client Clustering,arXiv,2210,"Jiachen Liu, Fan Lai, Yinwei Dai, Aditya Akella, Harsha Madhyastha, Mosharaf Chowdhury",18 pages,https://arxiv.org/abs/2210.16656,
Backdoor Attack and Defense in Federated Generative Adversarial Network-based Medical Image Synthesis,arXiv,2210,"Ruinan Jin, Xiaoxiao Li","25 pages, 7 figures. arXiv admin note: text overlap with arXiv:2207.00762",https://arxiv.org/abs/2210.10886,
