title,author,venue_name,publish_date,url,code,created_date
"A Survey of Federated Unlearning: A Taxonomy, Challenges and Future Directions","Yang Zhao, Jiaxi Yang, Yiling Tao, Lixu Wang, Xiaoxiao Li, Dusit Niyato","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2310.19218, 2023</span></li></ul>",2023-10-30,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2310.19218"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2310.19218v3"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-10-30)]</a></li><li><a href=""https://arxiv.org/abs/2310.19218"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-10-30)]</a></li></ul>","<ul><li><a href=""https://github.com/abbottyanginchina/Awesome-Federated-Unlearning"" target=""_blank"" style=""color: #3357FF;"">[arXiv - abbottyanginchina]</a></li></ul>",2024-11-03
Untangling Earphones,D Lonie,"<ul><li><span style=""color: #FF5733;"">Music for Inclusion and Healing in Schools and Beyond …, 2023</span></li></ul>",2023-10-29,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=wp3fEAAAQBAJ&oi=fnd&pg=PA297&dq=unlearn&ots=rsgtWhy0fm&sig=DWnPY0bg_S06MO6rTgvG8l0EUbk"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-29)]</a></li></ul>",,2024-07-29
"Learning to learn, relearn and unlearn: teacher narratives on leading learning for 4IR","LS Njokwe, K Yassim, C Uleanya","<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li><li><span style=""color: #3357FF;"">2023</span></li></ul>",2023-10-28,"<ul><li><a href=""https://ujcontent.uj.ac.za/esploro/outputs/journalArticle/Learning-to-learn-relearn-and-unlearn/9932010107691"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-28)]</a></li><li><a href=""https://mc-caddogap.com/wp-content/uploads/galleyproof-paper-13-of-vol-9-issue-1.pdf"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2023-10-12)]</a></li></ul>",,2024-07-29
Auf dem Weg zu einer Kompetenz des Verlernens: Öffentliche Verwaltung für die Digitalisierung stärken,"M Di Maria, D Bierschwale, PF Steuck, R Knackstedt","<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-10-27,"<ul><li><a href=""https://dl.gi.de/items/5c018642-8237-469b-8271-12972dc3e8fe"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-27)]</a></li></ul>",,2024-07-29
Decentered Playwriting: Alternative Techniques for the Stage,"CM Dunn, EM Holmes, L Hunter","<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-10-27,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=G9veEAAAQBAJ&oi=fnd&pg=PT6&dq=unlearn&ots=O-cLEviMdg&sig=3kl7nMCXsXKL54nMvM8R2AiMtq4"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-27)]</a></li></ul>",,2024-07-29
New Music and Institutional Critique,"C Grüny, B Farnsworth","<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-10-27,"<ul><li><a href=""https://library.oapen.org/handle/20.500.12657/85090"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-27)]</a></li></ul>",,2024-07-29
Open Knowledge Base Canonicalization with Multi-task Unlearning,"Bingchen Liu, Shihao Hou, Weixin Zeng, Xiang Zhao, Shijun Liu, Li Pan","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv …, 2023</span></li></ul>",2023-10-26,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2310.16419"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2310.16419v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-10-25)]</a></li><li><a href=""https://arxiv.org/abs/2310.16419"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-10-26)]</a></li></ul>",,2024-11-03
Give Before You Ask: Falling in Love With Country,D Hromek,"<ul><li><span style=""color: #FF5733;"">Heritage, Indigenous Doing, and Wellbeing, 2023</span></li></ul>",2023-10-26,"<ul><li><a href=""https://www.taylorfrancis.com/chapters/edit/10.4324/9781003153191-15/give-ask-dani%C3%A8le-hromek"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-26)]</a></li></ul>",,2024-07-29
In service of disruption: examining mediators of White racial identity through inservice professional development addressing race and racism,A Matschiner,"<ul><li><span style=""color: #FF5733;"">Whiteness and Education, 2024</span></li></ul>",2023-10-26,"<ul><li><a href=""https://www.tandfonline.com/doi/abs/10.1080/23793406.2023.2265355"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-26)]</a></li></ul>",,2024-07-29
"Natureculture, Lifedeath",,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2023-10-25,"<ul><li><a href=""https://www.academia.edu/download/106836058/Natureculture_lifedeath.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-25)]</a></li></ul>",,2024-07-29
Segue: Side-information Guided Generative Unlearnable Examples for Facial Privacy Protection in Real World,"Zhiling Zhang, Jie Zhang, Kui Zhang, Wenbo Zhou, Weiming Zhang, Nenghai Yu","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2023-10-24,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2310.16061"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2310.16061v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-10-24)]</a></li></ul>",,2024-11-03
Check for updates Hierarchical Machine Unlearning,"HB Zhu¹, YX Xia¹, YZ Li¹, W Li, K Liu…","<ul><li><span style=""color: #FF5733;"">Learning and Intelligent …, 2023</span></li></ul>",2023-10-24,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=uQjfEAAAQBAJ&oi=fnd&pg=PA92&dq=unlearn&ots=YkXAQEYPzQ&sig=Q860lO7LjqFJRS8xuRgeAvkEbnM"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-24)]</a></li></ul>",,2024-07-29
Perspetivas Silvestres A categoria do selvagem segundo Jack Halberstam,PFP da Brásia,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-10-24,"<ul><li><a href=""https://repositorio-aberto.up.pt/bitstream/10216/153486/2/647004.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-24)]</a></li></ul>",,2024-07-29
"The Women of Azusa Street, by Estrelda Alexander",J Scudiero,"<ul><li><span style=""color: #FF5733;"">Pneuma, 2023</span></li></ul>",2023-10-24,"<ul><li><a href=""https://brill.com/view/journals/pneu/45/2/article-p315_16.xml"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-24)]</a></li></ul>",,2024-07-29
ECG Classifiction Based on Federated Unlearning,Khaoula ElBedoui,"<ul><li><span style=""color: #FF5733;"">2023 International Symposium on Networks, Computers and Communications (ISNCC)</span></li><li><span style=""color: #3357FF;"">ISNCC</span></li><li><span style=""color: #FF33A1;"">2023 International Symposium on Networks …, 2023</span></li></ul>",2023-10-23,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10323758"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/ISNCC58260.2023.10323758"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://ieeexplore.ieee.org/abstract/document/10323758/"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-10-23)]</a></li></ul>",,2024-11-03
Can Federated Models Be Rectified Through Learning Negative Gradients?,"A Tahir, Z Tan, KO Babaagba","<ul><li><span style=""color: #FF5733;"">… Conference on Big Data Technologies and …, 2023</span></li></ul>",2023-10-23,"<ul><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-52265-9_2"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-23)]</a></li></ul>",,2024-07-29
UNDO: Effective and Accurate Unlearning Method for Deep Neural Networks,"Sangyong Lee, Simon S. Woo","<ul><li><span style=""color: #FF5733;"">CIKM '23: Proceedings of the 32nd ACM International Conference on Information and Knowledge Management</span></li><li><span style=""color: #3357FF;"">CIKM</span></li><li><span style=""color: #FF33A1;"">Proceedings of the 32nd ACM International …, 2023</span></li></ul>",2023-10-22,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3583780.3615235"" target=""_blank"" style=""color: #FF5733;"">[ACM (2023-10)]</a></li><li><a href=""https://doi.org/10.1145/3583780.3615235"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://dl.acm.org/doi/abs/10.1145/3583780.3615235"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-10-22)]</a></li></ul>",,2024-11-03
Internationalising a nationalised programme: challenges and opportunities,Z Knezevic,"<ul><li><span style=""color: #FF5733;"">Abolishing the University and Borders in Higher …, 2023</span></li></ul>",2023-10-21,"<ul><li><a href=""https://www.diva-portal.org/smash/record.jsf?pid=diva2:1806463"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-21)]</a></li></ul>",,2024-07-29
Graph Unlearning Using Knowledge Distillation,"Wenyue Zheng, Ximeng Liu, Yuyang Wang, Xuanwei Lin","<ul><li><span style=""color: #FF5733;"">ICICS</span></li><li><span style=""color: #3357FF;"">Information and Communications Security</span></li><li><span style=""color: #FF33A1;"">International Conference on Information …, 2023</span></li></ul>",2023-10-20,"<ul><li><a href=""https://doi.org/10.1007/978-981-99-7356-9_29"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://dx.doi.org/10.1007/978-981-99-7356-9_29"" target=""_blank"" style=""color: #3357FF;"">[Springer (2023-01-01)]</a></li><li><a href=""https://link.springer.com/chapter/10.1007/978-981-99-7356-9_29"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-11-03
""" I HATE Poetry!"" Understanding through Unlearning: A Poetic Inquiry",T Polasek,"<ul><li><span style=""color: #FF5733;"">BU Journal of Graduate Studies in Education, 2023</span></li></ul>",2023-10-20,"<ul><li><a href=""https://eric.ed.gov/?id=EJ1398473"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
A unified and general framework for continual learning,"Z Wang, Y Li, L Shen, H Huang","<ul><li><span style=""color: #FF5733;"">arXiv:2403.13249, 2024</span></li></ul>",2023-10-20,"<ul><li><a href=""https://arxiv.org/abs/2403.13249"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
Based Education,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2023-10-20,"<ul><li><a href=""https://www.transcript-open.de/pdf_chapter/bis%206399/9783839463475/9783839463475-032.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
Embedding Intercultural Competencies in Community Development Education: Reflections on a Virtual Exchange,"E Wilkins, E Courtney, G Lawlor, M Cluskey","<ul><li><span style=""color: #FF5733;"">… : Perspectives on Community …, 2023</span></li></ul>",2023-10-20,"<ul><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-35744-2_8"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
Logistics and Supply Chain Superpowers and Skills for Survival in the “New Normal” Globalized World,"R Merkert, K Hoberg…","<ul><li><span style=""color: #FF5733;"">Transportation …, 2023</span></li></ul>",2023-10-20,"<ul><li><a href=""https://scholarlypublishingcollective.org/psup/transportation-journal/article-abstract/62/4/369/383558"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
"Neo-Traditionalism in Islam in the West: Orthodoxy, Spirituality and Politics: by Walaa Quisay, Edinburgh University Press, Edinburgh, 2023, v+ 332 pp., $44.95 …",F Alnizar,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-10-20,"<ul><li><a href=""https://www.tandfonline.com/doi/full/10.1080/0048721X.2024.2272422"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
Pukllay pampa: Andean-inspired time-spaces for learning and unlearning,"M Wibbelsman, A Fernandez Castro","<ul><li><span style=""color: #FF5733;"">Journal of Curriculum and …, 2023</span></li></ul>",2023-10-20,"<ul><li><a href=""https://www.tandfonline.com/doi/abs/10.1080/15505170.2023.2273538"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
Trapped in Ceuta: Reflexive tactics and methods in Participatory Filmmaking among cross-border women,I Gutiérrez Torres,"<ul><li><span style=""color: #FF5733;"">Migration Studies, 2023</span></li></ul>",2023-10-20,"<ul><li><a href=""https://academic.oup.com/migration/advance-article-abstract/doi/10.1093/migration/mnad031/7324766"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
"Unlearning, relearning, staying with the trouble: Scenarios and the future of education","M Finch, NN Bhroin, S Krüger","<ul><li><span style=""color: #FF5733;"">PROSPECTS, 2023</span></li></ul>",2023-10-20,"<ul><li><a href=""https://link.springer.com/article/10.1007/s11125-023-09664-7"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-20)]</a></li></ul>",,2024-07-29
Fast Model DeBias with Machine Unlearning,"Ruizhe Chen, Jianfei Yang, Huimin Xiong, Jianhong Bai, Tianxiang Hu, Jin Hao, Yang Feng, Joey Tianyi Zhou, Jian Wu, Zuozhu Liu","<ul><li><span style=""color: #FF5733;"">NeurIPS</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">Advances in …, 2024</span></li></ul>",2023-10-19,"<ul><li><a href=""http://papers.nips.cc/paper_files/paper/2023/hash/2ecc80084c96cc25b11b0ab995c25f47-Abstract-Conference.html"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2310.12560"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2310.12560v3"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-10-19)]</a></li><li><a href=""https://proceedings.neurips.cc/paper_files/paper/2023/hash/2ecc80084c96cc25b11b0ab995c25f47-Abstract-Conference.html"" target=""_blank"" style=""color: #FF8C33;"">[GoogleScholar (2023-10-01)]</a></li></ul>",,2024-11-03
Erasediff: Erasing data influence in diffusion models,"J Wu, T Le, M Hayat, M Harandi","<ul><li><span style=""color: #FF5733;"">arXiv:2401.05779, 2024</span></li></ul>",2023-10-19,"<ul><li><a href=""https://arxiv.org/abs/2401.05779"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-19)]</a></li></ul>",,2024-07-29
"Information and Communications Security: 25th International Conference, ICICS 2023, Tianjin, China, November 18–20, 2023, Proceedings","D Wang, M Yung, Z Liu, X Chen","<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-10-19,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=O1beEAAAQBAJ&oi=fnd&pg=PR5&dq=unlearn&ots=eddBLNW8jd&sig=3P6DB_Q3TI6Zs91hzo3zQvzu3fo"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-19)]</a></li></ul>",,2024-07-29
More Than Empathy: Transnational Feminist Mentoring Practices for Solidarity Building,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2023-10-19,"<ul><li><a href=""https://wac.colostate.edu/docs/peitho/files/2023/10/Ghimire-etal-PDF.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-19)]</a></li></ul>",,2024-07-29
Security of machine learning systems,T Eisenhofer,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-10-19,"<ul><li><a href=""https://eisenhofer.me/data/eisenhofer-23-dissertation.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-19)]</a></li></ul>",,2024-07-29
"Training device, training method, and training program",Y Yamanaka,"<ul><li><span style=""color: #FF5733;"">US Patent App. 18/026,605, 2023</span></li></ul>",2023-10-19,"<ul><li><a href=""https://patents.google.com/patent/US20230334361A1/en"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-19)]</a></li></ul>",,2024-07-29
Hands are hard: unlearning how we talk about machine learning in the arts,"OK Keyes, A Hyland","<ul><li><span style=""color: #FF5733;"">… in Arts, Design, and Media Higher …, 2023</span></li></ul>",2023-10-18,"<ul><li><a href=""https://digitalscholarship.unlv.edu/tradition_innovations/vol1/iss1/4/"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-18)]</a></li></ul>",,2024-07-29
"Physics Education Today: Innovative Methodologies, Tools and Evaluation","C Fazio, P Logman","<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-10-18,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=eCL-EAAAQBAJ&oi=fnd&pg=PR5&dq=unlearn&ots=wYZ_XKG4dy&sig=eWF-9_LLTtNA9iC1s_RsxJmZ_gA"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-18)]</a></li></ul>",,2024-07-29
Enhancing Denoising Models Performance Through Timestep-Aware Predictor for Latent Diffusion-Based Image Generation,"J. -U. Kim, D. -J. Kang","<ul><li><span style=""color: #FF5733;"">2023 23rd International Conference on Control, Automation and Systems (ICCAS)</span></li><li><span style=""color: #3357FF;"">2023 23rd International Conference on …, 2023</span></li></ul>",2023-10-17,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10316977"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://ieeexplore.ieee.org/abstract/document/10316977/"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2023-10-17)]</a></li></ul>",,2024-11-03
An Attempt at Detecting Reflection Images from Buried Objects in Ground Penetrating Radar Data using Anomaly Detection Methods with Convolutional Auto Encoder …,S Iso,"<ul><li><span style=""color: #FF5733;"">EAGE Workshop on Data Science-From Fundamentals …, 2023</span></li></ul>",2023-10-17,"<ul><li><a href=""https://www.earthdoc.org/content/papers/10.3997/2214-4609.202377015"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-17)]</a></li></ul>",,2024-07-29
Human factors to improve patient safety,"T Purchase, P Bowie, P Hibbert, RG Krishnan…","<ul><li><span style=""color: #FF5733;"">Patient Safety: A Case …, 2023</span></li></ul>",2023-10-17,"<ul><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-35933-0_4"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-17)]</a></li></ul>",,2024-07-29
"International Conference “American Literature and Therapeutic Cultures”. Université Grenoble Alpes, June 14-16, 2023","J Bouanani, S Lemeunier","<ul><li><span style=""color: #FF5733;"">Transatlantica. Revue d'études …, 2023</span></li></ul>",2023-10-17,"<ul><li><a href=""https://journals.openedition.org/transatlantica/22324"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-17)]</a></li></ul>",,2024-07-29
